airport_id,airport_seq_id,airport_code,city_name,state,airport_name
13541,1354102,MVY,"Martha's Vineyard, MA",MA,Martha’s Vineyard Airport
10135,1013505,ABE,"Allentown/Bethlehem/Easton, PA",PA,Lehigh Valley International Airport
13256,1325603,MFE,"Mission/McAllen/Edinburg, TX",TX,McAllen International Airport
12250,1225003,HYA,"Hyannis, MA",MA,Barnstable Municipal Airport
10676,1067603,BLV,"Belleville, IL",IL,MidAmerica St. Louis Airport
15295,1529503,TOL,"Toledo, OH",OH,Toledo Express Airport
11288,1128802,DEC,"Decatur, IL",IL,Decatur Airport
14534,1453403,RIW,"Riverton/Lander, WY",WY,Riverton Regional Airport
10728,1072805,BPT,"Beaumont/Port Arthur, TX",TX,Jack Brooks Regional Airport
12544,1254404,USA,"CONCORD, NC",NC,Concord-Padgett Regional Airport
10361,1036105,ART,"Watertown, NY",NY,Watertown International Airport
11042,1104206,CLE,"Cleveland, OH",OH,Cleveland Hopkins International Airport
13377,1337704,MLU,"Monroe, LA",LA,Monroe Regional Airport
13360,1336005,MLB,"Melbourne, FL",FL,Melbourne Orlando International Airport
11980,1198003,GRI,"Grand Island, NE",NE,Central Nebraska Regional Airport
14674,1467403,SAF,"Santa Fe, NM",NM,Santa Fe Regional Airport
13241,1324103,MEI,"Meridian, MS",MS,Meridian Regional Airport
14231,1423104,PQI,"Presque Isle/Houlton, ME",ME,Northern Maine Regional Airport at Presque Isle
14098,1409804,PHF,"Newport News/Williamsburg, VA",VA,Newport News/Williamsburg International Airport
12892,1289208,LAX,"Los Angeles, CA",CA,Los Angeles International Airport
11995,1199502,GSO,"Greensboro/High Point, NC",NC,Piedmont Triad International Airport
11193,1119302,CVG,"Cincinnati, OH",KY,Cincinnati/Northern Kentucky International Airport
15624,1562404,VPS,"Valparaiso, FL",FL,Destin–Fort Walton Beach Airport
12945,1294503,LEX,"Lexington, KY",KY,Blue Grass Airport
10529,1052906,BDL,"Hartford, CT",CT,Bradley International Airport
12339,1233904,IND,"Indianapolis, IN",IN,Indianapolis International Airport
10408,1040805,ATW,"Appleton, WI",WI,Appleton International Airport
12264,1226402,IAD,"Washington, DC",VA,Washington Dulles International Airport
12992,1299206,LIT,"Little Rock, AR",AR,Bill and Hillary Clinton National Airport
12278,1227805,ICT,"Wichita, KS",KS,Wichita Dwight D. Eisenhower National Airport
10627,1062702,BIS,"Bismarck/Mandan, ND",ND,Bismarck Municipal Airport
12954,1295407,LGB,"Long Beach, CA",CA,Long Beach Airport
15024,1502403,STT,"Charlotte Amalie, VI",VI,Cyril E. King Airport
12391,1239103,ISP,"Islip, NY",NY,Long Island MacArthur Airport
10561,1056103,BFL,"Bakersfield, CA",CA,Meadows Field Airport
10731,1073103,BQK,"Brunswick, GA",GA,Brunswick Golden Isles Airport
12899,1289902,LBF,"North Platte, NE",NE,North Platte Regional Airport
13121,1312102,LWB,"Lewisburg, WV",WV,Greenbrier Valley Airport
13476,1347605,MRY,"Monterey, CA",CA,Monterey Regional Airport
11867,1186703,GCK,"Garden City, KS",KS,Garden City Regional Airport
11982,1198202,GRK,"Killeen, TX",TX,Killeen–Fort Hood Regional Airport
10136,1013603,ABI,"Abilene, TX",TX,Abilene Regional Airport
13970,1397005,OTZ,"Kotzebue, AK",AK,Ralph Wien Memorial Airport
15401,1540103,TXK,"Texarkana, AR",AR,Texarkana Regional Airport
13829,1382902,OGD,"Ogden, UT",UT,Ogden–Hinckley Airport
10245,1024502,AKN,"King Salmon, AK",AK,King Salmon Airport
14307,1430706,PVD,"Providence, RI",RI,Rhode Island T. F. Green International Airport
11111,1111106,COU,"Columbia, MO",MO,Columbia Regional Airport
11076,1107603,CMX,"Hancock/Houghton, MI",MI,Houghton County Memorial Airport
12012,1201206,GUC,"Gunnison, CO",CO,Gunnison–Crested Butte Regional Airport
15569,1556902,VCT,"Victoria, TX",TX,Victoria Regional Airport
10434,1043406,AVP,"Scranton/Wilkes-Barre, PA",PA,Wilkes-Barre/Scranton International Airport
13851,1385104,OKC,"Oklahoma City, OK",OK,Will Rogers World Airport
13486,1348604,MSO,"Missoula, MT",MT,Missoula Montana Airport
14952,1495204,SPI,"Springfield, IL",IL,Abraham Lincoln Capital Airport
14905,1490506,SMX,"Santa Maria, CA",CA,Santa Maria Public Airport
11603,1160303,EUG,"Eugene, OR",OR,Eugene Airport
12003,1200306,GTF,"Great Falls, MT",MT,Great Falls International Airport
11233,1123303,CYS,"Cheyenne, WY",WY,Cheyenne Regional Airport
12888,1288803,LAR,"Laramie, WY",WY,Laramie Regional Airport
15991,1599103,YAK,"Yakutat, AK",AK,Yakutat Airport
12878,1287803,LAF,"Lafayette, IN",IN,Purdue University Airport
13487,1348702,MSP,"Minneapolis, MN",MN,Minneapolis–Saint Paul International Airport
11697,1169706,FLL,"Fort Lauderdale, FL",FL,Fort Lauderdale-Hollywood International Airport
11267,1126702,DAY,"Dayton, OH",OH,Dayton International Airport
14683,1468305,SAT,"San Antonio, TX",TX,San Antonio International Airport
12448,1244807,JAN,"Jackson/Vicksburg, MS",MS,Jackson–Medgar Wiley Evers International Airport
11637,1163703,FAR,"Fargo, ND",ND,Hector International Airport
13830,1383002,OGG,"Kahului, HI",HI,Kahului Airport
10434,1043405,AVP,"Scranton/Wilkes-Barre, PA",PA,Wilkes-Barre/Scranton International Airport
13891,1389101,ONT,"Ontario, CA",CA,Ontario International Airport
13296,1329604,MHT,"Manchester, NH",NH,Manchester-Boston Regional Airport
14696,1469608,SBN,"South Bend, IN",IN,South Bend International Airport
11013,1101303,CIU,"Sault Ste. Marie, MI",MI,Chippewa County International Airport
11447,1144705,DVL,"Devils Lake, ND",ND,Devils Lake Regional Airport
15454,1545405,UIN,"Quincy, IL",IL,Quincy Regional Airport
10558,1055803,BFF,"Scottsbluff, NE",NE,Western Nebraska Regional Airport
14120,1412002,PIR,"Pierre, SD",SD,Pierre Regional Airport
13061,1306106,LRD,"Laredo, TX",TX,Laredo International Airport
10747,1074706,BRO,"Brownsville, TX",TX,Brownsville South Padre Island International Airport
10170,1017004,ADQ,"Kodiak, AK",AK,Kodiak Airport
15991,1599102,YAK,"Yakutat, AK",AK,Yakutat Airport
14761,1476107,SFB,"Sanford, FL",FL,Orlando Sanford International Airport
14259,1425902,PSM,"Portsmouth, NH",NH,Portsmouth International Airport at Pease
14905,1490505,SMX,"Santa Maria, CA",CA,Santa Maria Public Airport
13829,1382903,OGD,"Ogden, UT",UT,Ogden–Hinckley Airport
12012,1201205,GUC,"Gunnison, CO",CO,Gunnison–Crested Butte Regional Airport
11415,1141501,DRT,"Del Rio, TX",TX,Del Rio International Airport
15411,1541105,TYR,"Tyler, TX",TX,Tyler Pounds Regional Airport
11618,1161803,EWR,"Newark, NJ",NJ,Newark Liberty International Airport
12266,1226604,IAH,"Houston, TX",TX,George Bush Intercontinental Airport
15411,1541107,TYR,"Tyler, TX",TX,Tyler Pounds Regional Airport
11203,1120303,CWA,"Mosinee, WI",WI,Central Wisconsin Airport
15376,1537605,TUS,"Tucson, AZ",AZ,Tucson International Airport
11986,1198604,GRR,"Grand Rapids, MI",MI,Gerald R. Ford International Airport
13277,1327703,MGM,"Montgomery, AL",AL,Montgomery Regional Airport
14716,1471605,SCK,"Stockton, CA",CA,Stockton Metropolitan Airport
12280,1228003,IDA,"Idaho Falls, ID",ID,Idaho Falls Regional Airport
11648,1164803,FCA,"Kalispell, MT",MT,Glacier Park International Airport
11537,1153707,ELM,"Elmira/Corning, NY",NY,Elmira/Corning Regional Airport
11921,1192103,GJT,"Grand Junction, CO",CO,Grand Junction Regional Airport
11725,1172503,FOD,"Fort Dodge, IA",IA,Fort Dodge Regional Airport
10721,1072102,BOS,"Boston, MA",MA,Logan International Airport
15016,1501606,STL,"St. Louis, MO",MO,St. Louis Lambert International Airport
10423,1042302,AUS,"Austin, TX",TX,Austin-Bergstrom International Airport
13244,1324402,MEM,"Memphis, TN",TN,Memphis International Airport
14831,1483106,SJC,"San Jose, CA",CA,Norman Y. Mineta San José International Airport
10874,1087402,CAK,"Akron, OH",OH,Akron–Canton Airport
15323,1532305,TRI,"Bristol/Johnson City/Kingsport, TN",TN,Tri-Cities Regional Airport
13422,1342202,MOB,"Mobile, AL",AL,Mobile Regional Airport
10800,1080003,BUR,"Burbank, CA",CA,Hollywood Burbank Airport
13577,1357702,MYR,"Myrtle Beach, SC",SC,Myrtle Beach International Airport
11624,1162403,EYW,"Key West, FL",FL,Key West International Airport
14457,1445702,RAP,"Rapid City, SD",SD,Rapid City Regional Airport
11977,1197705,GRB,"Green Bay, WI",WI,Green Bay Austin Straubel International Airport
10157,1015706,ACV,"Arcata/Eureka, CA",CA,California Redwood Coast–Humboldt County Airport
13377,1337702,MLU,"Monroe, LA",LA,Monroe Regional Airport
13459,1345903,MQT,"Marquette, MI",MI,Sawyer International Airport
15070,1507003,SWF,"Newburgh/Poughkeepsie, NY",NY,New York Stewart International Airport
10967,1096702,CGI,"Cape Girardeau, MO",MO,Cape Girardeau Regional Airport
11092,1109204,CNY,"Moab, UT",UT,Canyonlands Field
14025,1402501,PBG,"Plattsburgh, NY",NY,Plattsburgh International Airport
12888,1288802,LAR,"Laramie, WY",WY,Laramie Regional Airport
13502,1350202,MTJ,"Montrose/Delta, CO",CO,Montrose Regional Airport
11049,1104903,CLL,"College Station/Bryan, TX",TX,Easterwood Airport
11067,1106702,CMI,"Champaign/Urbana, IL",IL,University of Illinois Willard Airport
11274,1127402,DBQ,"Dubuque, IA",IA,Dubuque Regional Airport
15411,1541106,TYR,"Tyler, TX",TX,Tyler Pounds Regional Airport
12917,1291703,LCK,"Columbus, OH",OH,Rickenbacker International Airport
13930,1393006,ORD,"Chicago, IL",IL,Chicago O’Hare International Airport
10431,1043106,AVL,"Asheville, NC",NC,Asheville Regional Airport
14814,1481403,SHV,"Shreveport, LA",LA,Shreveport Regional Airport
14082,1408203,PGD,"Punta Gorda, FL",FL,Punta Gorda Airport
10272,1027205,ALS,"Alamosa, CO",CO,San Luis Valley Regional Airport
15138,1513802,TBN,"Fort Leonard Wood, MO",MO,Waynesville-St. Robert Regional Airport
13204,1320403,MCO,"Orlando, FL",FL,Orlando International Airport
14057,1405703,PDX,"Portland, OR",OR,Portland International Airport
14524,1452402,RIC,"Richmond, VA",VA,Richmond International Airport
10268,1026804,ALO,"Waterloo, IA",IA,Waterloo Regional Airport
10279,1027904,AMA,"Amarillo, TX",TX,Rick Husband Amarillo International Airport
11867,1186704,GCK,"Garden City, KS",KS,Garden City Regional Airport
14685,1468503,SAV,"Savannah, GA",GA,Savannah/Hilton Head International Airport
15401,1540104,TXK,"Texarkana, AR",AR,Texarkana Regional Airport
13476,1347606,MRY,"Monterey, CA",CA,Monterey Regional Airport
12402,1240204,ITO,"Hilo, HI",HI,Hilo International Airport
12265,1226506,IAG,"Niagara Falls, NY",NY,Niagara Falls International Airport
14534,1453404,RIW,"Riverton/Lander, WY",WY,Riverton Regional Airport
10141,1014107,ABR,"Aberdeen, SD",SD,Aberdeen Regional Airport
12177,1217706,HOB,"Hobbs, NM",NM,Lea County Regional Airport
14843,1484306,SJU,"San Juan, PR",PR,Luis Muñoz Marín International Airport
14747,1474703,SEA,"Seattle, WA",WA,Seattle-Tacoma International Airport
13198,1319801,MCI,"Kansas City, MO",MO,Kansas City International Airport
11252,1125203,DAB,"Daytona Beach, FL",FL,Daytona Beach International Airport
13495,1349505,MSY,"New Orleans, LA",LA,Louis Armstrong New Orleans International Airport
14321,1432105,PWM,"Portland, ME",ME,Portland International Jetport
14893,1489302,SMF,"Sacramento, CA",CA,Sacramento International Airport
10620,1062003,BIL,"Billings, MT",MT,Billings Logan International Airport
13264,1326403,MFR,"Medford, OR",OR,Rogue Valley International-Medford Airport
10581,1058102,BGR,"Bangor, ME",ME,Bangor International Airport
11577,1157706,ERI,"Erie, PA",PA,Erie International Airport
10372,1037205,ASE,"Aspen, CO",CO,Aspen/Pitkin County Airport
12519,1251902,JMS,"Jamestown, ND",ND,Jamestown Regional Airport
13388,1338801,MMH,"Mammoth Lakes, CA",CA,Mammoth Yosemite Airport
12891,1289102,LAW,"Lawton/Fort Sill, OK",OK,Lawton–Fort Sill Regional Airport
10155,1015502,ACT,"Waco, TX",TX,Waco Regional Airport
14960,1496002,SPS,"Wichita Falls, TX",TX,Wichita Falls Regional Airport
15074,1507402,SWO,"Stillwater, OK",OK,Stillwater Regional Airport
12244,1224403,HVN,"New Haven, CT",CT,Tweed-New Haven Airport
10849,1084905,BZN,"Bozeman, MT",MT,Bozeman Yellowstone International Airport
11049,1104902,CLL,"College Station/Bryan, TX",TX,Easterwood Airport
13459,1345902,MQT,"Marquette, MI",MI,Sawyer International Airport
11092,1109202,CNY,"Moab, UT",UT,Canyonlands Field
11336,1133602,DLG,"Dillingham, AK",AK,Dillingham Airport
15412,1541206,TYS,"Knoxville, TN",TN,McGhee Tyson Airport
15048,1504805,SUX,"Sioux City, IA",IA,Sioux Gateway Airport
10617,1061705,BIH,"Bishop, CA",CA,Eastern Sierra Regional Airport
11699,1169902,FLO,"Florence, SC",SC,Florence Regional Airport
10917,1091706,CDB,"Cold Bay, AK",AK,Cold Bay Airport
13244,1324403,MEM,"Memphis, TN",TN,Memphis International Airport
13796,1379611,OAK,"Oakland, CA",CA,Oakland International Airport
10140,1014006,ABQ,"Albuquerque, NM",NM,Albuquerque International Sunport
10257,1025703,ALB,"Albany, NY",NY,Albany International Airport
11292,1129203,DEN,"Denver, CO",CO,Denver International Airport
11267,1126703,DAY,"Dayton, OH",OH,Dayton International Airport
11076,1107604,CMX,"Hancock/Houghton, MI",MI,Houghton County Memorial Airport
14113,1411303,PIH,"Pocatello, ID",ID,Pocatello Regional Airport
12511,1251102,JLN,"Joplin, MO",MO,Joplin Regional Airport
11057,1105703,CLT,"Charlotte, NC",NC,Charlotte Douglas International Airport
12217,1221702,HSV,"Huntsville, AL",AL,Huntsville International Airport
12266,1226603,IAH,"Houston, TX",TX,George Bush Intercontinental Airport
11973,1197302,GPT,"Gulfport/Biloxi, MS",MS,Gulfport-Biloxi International Airport
14107,1410702,PHX,"Phoenix, AZ",AZ,Phoenix Sky Harbor International Airport
14524,1452401,RIC,"Richmond, VA",VA,Richmond International Airport
10849,1084907,BZN,"Bozeman, MT",MT,Bozeman Yellowstone International Airport
11953,1195302,GNV,"Gainesville, FL",FL,Gainesville Regional Airport
13230,1323002,MDT,"Harrisburg, PA",PA,Harrisburg International Airport
15919,1591904,XNA,"Fayetteville, AR",AR,Northwest Arkansas National Airport
10431,1043105,AVL,"Asheville, NC",NC,Asheville Regional Airport
14576,1457606,ROC,"Rochester, NY",NY,Greater Rochester International Airport
11540,1154005,ELP,"El Paso, TX",TX,El Paso International Airport
14262,1426204,PSP,"Palm Springs, CA",CA,Palm Springs International Airport
10732,1073203,BQN,"Aguadilla, PR",PR,Rafael Hernández Airport
11617,1161708,EWN,"New Bern/Morehead/Beaufort, NC",NC,Coastal Carolina Regional Airport
10685,1068503,BMI,"Bloomington/Normal, IL",IL,Central Illinois Regional Airport
12003,1200305,GTF,"Great Falls, MT",MT,Great Falls International Airport
12280,1228002,IDA,"Idaho Falls, ID",ID,Idaho Falls Regional Airport
14113,1411302,PIH,"Pocatello, ID",ID,Pocatello Regional Airport
14288,1428805,PUB,"Pueblo, CO",CO,Pueblo Memorial Airport
11076,1107602,CMX,"Hancock/Houghton, MI",MI,Houghton County Memorial Airport
11233,1123302,CYS,"Cheyenne, WY",WY,Cheyenne Regional Airport
13139,1313902,LYH,"Lynchburg, VA",VA,Lynchburg Regional Airport
11624,1162402,EYW,"Key West, FL",FL,Key West International Airport
13344,1334402,MKG,"Muskegon, MI",MI,Muskegon County Airport
14252,1425203,PSC,"Pasco/Kennewick/Richland, WA",WA,Tri-Cities Airport
11041,1104103,CLD,"Carlsbad, CA",CA,McClellan-Palomar Airport
10980,1098003,CHA,"Chattanooga, TN",TN,Chattanooga Metropolitan Airport
14492,1449203,RDU,"Raleigh/Durham, NC",NC,Raleigh-Durham International Airport
10469,1046903,AZO,"Kalamazoo, MI",MI,Kalamazoo/Battle Creek International Airport
11905,1190503,GGG,"Longview, TX",TX,East Texas Regional Airport
12982,1298203,LIH,"Lihue, HI",HI,Lihue Airport
12264,1226403,IAD,"Washington, DC",VA,Washington Dulles International Airport
15008,1500804,STC,"St. Cloud, MN",MN,St. Cloud Regional Airport
14122,1412202,PIT,"Pittsburgh, PA",PA,Pittsburgh International Airport
15304,1530402,TPA,"Tampa, FL",FL,Tampa International Airport
11066,1106606,CMH,"Columbus, OH",OH,John Glenn Columbus International Airport
11630,1163002,FAI,"Fairbanks, AK",AK,Fairbanks International Airport
11648,1164802,FCA,"Kalispell, MT",MT,Glacier Park International Airport
11638,1163807,FAT,"Fresno, CA",CA,Fresno Yosemite International Airport
11778,1177801,FSM,"Fort Smith, AR",AR,Fort Smith Regional Airport
12156,1215605,HLN,"Helena, MT",MT,Helena Regional Airport
10739,1073907,BRD,"Brainerd, MN",MN,Brainerd Lakes Regional Airport
11587,1158702,ESC,"Escanaba, MI",MI,Delta County Airport
14520,1452002,RHI,"Rhinelander, WI",WI,Rhinelander-Oneida County Airport
14952,1495203,SPI,"Springfield, IL",IL,Abraham Lincoln Capital Airport
11695,1169502,FLG,"Flagstaff, AZ",AZ,Flagstaff Pulliam Airport
14109,1410902,PIB,"Hattiesburg/Laurel, MS",MS,Hattiesburg-Laurel Regional Airport
13241,1324102,MEI,"Meridian, MS",MS,Meridian Regional Airport
15295,1529502,TOL,"Toledo, OH",OH,Toledo Express Airport
12511,1251103,JLN,"Joplin, MO",MO,Joplin Regional Airport
10562,1056202,BFM,"Mobile, AL",AL,Mobile Downtown Airport
12544,1254403,USA,"Concord, NC",NC,Concord-Padgett Regional Airport
10747,1074705,BRO,"Brownsville, TX",TX,Brownsville South Padre Island International Airport
14222,1422206,PPG,"Pago Pago, TT",TT,Pago Pago International Airport
13796,1379610,OAK,"Oakland, CA",CA,Oakland International Airport
12191,1219103,HOU,"Houston, TX",TX,William P. Hobby Airport
11778,1177803,FSM,"Fort Smith, AR",AR,Fort Smith Regional Airport
14534,1453402,RIW,"Riverton/Lander, WY",WY,Riverton Regional Airport
12320,1232002,ILG,"Wilmington, DE",DE,Wilmington Airport
11092,1109205,CNY,"Moab, UT",UT,Canyonlands Field
11315,1131502,DIK,"Dickinson, ND",ND,Dickinson Theodore Roosevelt Regional Airport
11697,1169707,FLL,"Fort Lauderdale, FL",FL,Fort Lauderdale-Hollywood International Airport
14683,1468306,SAT,"San Antonio, TX",TX,San Antonio International Airport
10158,1015805,ACY,"Atlantic City, NJ",NJ,Atlantic City International Airport
11423,1142309,DSM,"Des Moines, IA",IA,Des Moines International Airport
12278,1227806,ICT,"Wichita, KS",KS,Wichita Dwight D. Eisenhower National Airport
10155,1015503,ACT,"Waco, TX",TX,Waco Regional Airport
14689,1468903,SBA,"Santa Barbara, CA",CA,Santa Barbara Municipal Airport
14108,1410804,PIA,"Peoria, IL",IL,General Wayne A. Downing Peoria International Airport
14698,1469803,SBP,"San Luis Obispo, CA",CA,San Luis Obispo County Regional Airport
12902,1290206,LBL,"Liberal, KS",KS,Liberal Mid-America Regional Airport
14812,1481203,SHR,"Sheridan, WY",WY,Sheridan County Airport
10779,1077903,BTM,"Butte, MT",MT,Bert Mooney Airport
13290,1329004,MHK,"Manhattan/Ft. Riley, KS",KS,Manhattan Regional Airport
11337,1133706,DLH,"Duluth, MN",MN,Duluth International Airport
10245,1024503,AKN,"King Salmon, AK",AK,King Salmon Airport
14120,1412003,PIR,"Pierre, SD",SD,Pierre Regional Airport
11433,1143302,DTW,"Detroit, MI",MI,Detroit Metropolitan Wayne County Airport
11618,1161802,EWR,"Newark, NJ",NJ,Newark Liberty International Airport
14685,1468502,SAV,"Savannah, GA",GA,Savannah/Hilton Head International Airport
13204,1320402,MCO,"Orlando, FL",FL,Orlando International Airport
12191,1219102,HOU,"Houston, TX",TX,William P. Hobby Airport
14986,1498603,SRQ,"Sarasota/Bradenton, FL",FL,Sarasota-Bradenton International Airport
15376,1537604,TUS,"Tucson, AZ",AZ,Tucson International Airport
15370,1537002,TUL,"Tulsa, OK",OK,Tulsa International Airport
11775,1177502,FSD,"Sioux Falls, SD",SD,Sioux Falls Regional Airport
10713,1071302,BOI,"Boise, ID",ID,Boise Airport
11337,1133705,DLH,"Duluth, MN",MN,Duluth International Airport
14783,1478302,SGF,"Springfield, MO",MO,Springfield-Branson National Airport
13795,1379502,OAJ,"Jacksonville/Camp Lejeune, NC",NC,Albert J. Ellis Airport
11203,1120302,CWA,"Mosinee, WI",WI,Central Wisconsin Airport
10469,1046902,AZO,"Kalamazoo, MI",MI,Kalamazoo/Battle Creek International Airport
10577,1057705,BGM,"Binghamton, NY",NY,Greater Binghamton Airport
10333,1033302,APN,"Alpena, MI",MI,Alpena County Regional Airport
12335,1233502,IMT,"Iron Mountain/Kingsfd, MI",MI,Ford Airport
14543,1454303,RKS,"Rock Springs, WY",WY,Southwest Wyoming Regional Airport
14674,1467402,SAF,"Santa Fe, NM",NM,Santa Fe Regional Airport
15027,1502704,STX,"Christiansted, VI",VI,Henry E. Rohlsen Airport
10165,1016506,ADK,"Adak Island, AK",AK,Adak Airport
10551,1055102,BET,"Bethel, AK",AK,Bethel Airport
15841,1584102,WRG,"Wrangell, AK",AK,Wrangell Airport
14256,1425605,PSG,"Petersburg, AK",AK,Petersburg James A. Johnson Airport
15356,1535602,TTN,"Trenton, NJ",NJ,Trenton-Mercer Airport
12544,1254404,USA,"Concord, NC",NC,Concord-Padgett Regional Airport
11980,1198002,GRI,"Grand Island, NE",NE,Central Nebraska Regional Airport
15070,1507002,SWF,"Newburgh/Poughkeepsie, NY",NY,New York Stewart International Airport
13290,1329002,MHK,"Manhattan/Ft. Riley, KS",KS,Manhattan Regional Airport
15897,1589702,WYS,"West Yellowstone, MT",MT,Yellowstone Airport
14543,1454302,RKS,"Rock Springs, WY",WY,Southwest Wyoming Regional Airport
10643,1064301,BKG,"Branson, MO",MO,Branson Airport
14237,1423705,PRC,"Prescott, AZ",AZ,Prescott Regional Airport
14222,1422208,PPG,"Pago Pago, TT",TT,Pago Pago International Airport
13296,1329605,MHT,"Manchester, NH",NH,Manchester-Boston Regional Airport
14487,1448703,RDD,"Redding, CA",CA,Redding Municipal Airport
10721,1072103,BOS,"Boston, MA",MA,Logan International Airport
11637,1163704,FAR,"Fargo, ND",ND,Hector International Airport
14814,1481404,SHV,"Shreveport, LA",LA,Shreveport Regional Airport
13076,1307606,LSE,"La Crosse, WI",WI,La Crosse Regional Airport
12951,1295107,LFT,"Lafayette, LA",LA,Lafayette Regional Airport
12896,1289608,LBB,"Lubbock, TX",TX,Lubbock Preston Smith International Airport
11953,1195303,GNV,"Gainesville, FL",FL,Gainesville Regional Airport
16422,1642205,GUF,"Gulf Shores, AL",AL,Edwards Airport
14711,1471106,SCE,"State College, PA",PA,University Park Airport
14877,1487707,SLN,"Salina, KS",KS,Salina Regional Airport
11865,1186504,GCC,"Gillette, WY",WY,Gillette–Campbell County Airport
12511,1251104,JLN,"Joplin, MO",MO,Joplin Regional Airport
11711,1171103,FMN,"Farmington, NM",NM,Four Corners Regional Airport
10918,1091803,CDC,"Cedar City, UT",UT,Cedar City Regional Airport
11617,1161709,EWN,"New Bern/Morehead/Beaufort, NC",NC,Coastal Carolina Regional Airport
15628,1562805,VRB,"Vero Beach, FL",FL,Vero Beach Regional Airport
14027,1402702,PBI,"West Palm Beach/Palm Beach, FL",FL,Palm Beach International Airport
12478,1247805,JFK,"New York, NY",NY,John F. Kennedy International Airport
10821,1082106,BWI,"Baltimore, MD",MD,Baltimore/Washington International Airport
13303,1330303,MIA,"Miami, FL",FL,Miami International Airport
14730,1473004,SDF,"Louisville, KY",KY,Louisville Muhammad Ali International Airport
14955,1495503,SPN,"Saipan, TT",TT,Saipan International Airport
13158,1315805,MAF,"Midland/Odessa, TX",TX,Midland International Air and Space Port
15380,1538005,TVC,"Traverse City, MI",MI,Cherry Capital Airport
11468,1146802,EAR,"Kearney, NE",NE,Kearney Regional Airport
10146,1014602,ABY,"Albany, GA",GA,Southwest Georgia Regional Airport
12343,1234305,INL,"International Falls, MN",MN,Falls International Airport
11471,1147103,EAU,"Eau Claire, WI",WI,Chippewa Valley Regional Airport
13832,1383205,OGS,"Ogdensburg, NY",NY,Ogdensburg International Airport
15048,1504804,SUX,"Sioux City, IA",IA,Sioux Gateway Airport
10728,1072804,BPT,"Beaumont/Port Arthur, TX",TX,Jack Brooks Regional Airport
12898,1289806,LBE,"Latrobe, PA",PA,Arnold Palmer Regional Airport
14512,1451202,RFD,"Rockford, IL",IL,Chicago Rockford International Airport
15376,1537603,TUS,"Tucson, AZ",AZ,Tucson International Airport
14716,1471602,SCK,"Stockton, CA",CA,Stockton Metropolitan Airport
11315,1131504,DIK,"Dickinson, ND",ND,Dickinson Theodore Roosevelt Regional Airport
14231,1423103,PQI,"Presque Isle/Houlton, ME",ME,Northern Maine Regional Airport at Presque Isle
13495,1349506,MSY,"New Orleans, LA",LA,Louis Armstrong New Orleans International Airport
14107,1410703,PHX,"Phoenix, AZ",AZ,Phoenix Sky Harbor International Airport
13303,1330304,MIA,"Miami, FL",FL,Miami International Airport
13367,1336708,MLI,"Moline, IL",IL,Quad City International Airport
10627,1062703,BIS,"Bismarck/Mandan, ND",ND,Bismarck Municipal Airport
11973,1197303,GPT,"Gulfport/Biloxi, MS",MS,Gulfport-Biloxi International Airport
13541,1354103,MVY,"Martha's Vineyard, MA",MA,Martha’s Vineyard Airport
14761,1476108,SFB,"Sanford, FL",FL,Orlando Sanford International Airport
10466,1046603,AZA,"Phoenix, AZ",AZ,Phoenix–Mesa Gateway Airport
10785,1078503,BTV,"Burlington, VT",VT,Burlington International Airport
11013,1101304,CIU,"Sault Ste. Marie, MI",MI,Chippewa County International Airport
11468,1146803,EAR,"Kearney, NE",NE,Kearney Regional Airport
10868,1086803,CAE,"Columbia, SC",SC,Columbia Metropolitan Airport
10599,1059904,BHM,"Birmingham, AL",AL,Birmingham-Shuttlesworth International Airport
13232,1323202,MDW,"Chicago, IL",IL,Chicago Midway International Airport
14307,1430705,PVD,"Providence, RI",RI,Rhode Island T. F. Green International Airport
10980,1098002,CHA,"Chattanooga, TN",TN,Chattanooga Metropolitan Airport
11721,1172105,FNT,"Flint, MI",MI,Bishop International Airport
13184,1318403,MBS,"Saginaw/Bay City/Midland, MI",MI,MBS International Airport
14814,1481402,SHV,"Shreveport, LA",LA,Shreveport Regional Airport
13367,1336705,MLI,"Moline, IL",IL,Quad City International Airport
14237,1423706,PRC,"Prescott, AZ",AZ,Prescott Regional Airport
11865,1186502,GCC,"Gillette, WY",WY,Gillette–Campbell County Airport
15607,1560702,VLD,"Valdosta, GA",GA,Valdosta Regional Airport
12007,1200704,GTR,"Columbus, MS",MS,Golden Triangle Regional Airport
10918,1091802,CDC,"Cedar City, UT",UT,Cedar City Regional Airport
10779,1077902,BTM,"Butte, MT",MT,Bert Mooney Airport
14877,1487706,SLN,"Salina, KS",KS,Salina Regional Airport
11111,1111105,COU,"Columbia, MO",MO,Columbia Regional Airport
14698,1469802,SBP,"San Luis Obispo, CA",CA,San Luis Obispo County Regional Airport
12915,1291503,LCH,"Lake Charles, LA",LA,Lake Charles Regional Airport
14842,1484202,SJT,"San Angelo, TX",TX,San Angelo Regional Airport
11905,1190502,GGG,"Longview, TX",TX,East Texas Regional Airport
10676,1067602,BLV,"Belleville, IL",IL,MidAmerica St. Louis Airport
15008,1500803,STC,"St. Cloud, MN",MN,St. Cloud Regional Airport
14730,1473003,SDF,"Louisville, KY",KY,Louisville Muhammad Ali International Airport
